TE	39673_ACC	39673_DLPFC	39673_HC	39673_V1	39813_ACC	39813_DLPFC	39813_HC	39813_V1	39827_ACC	39827_DLPFC	39827_HC	39827_V1	39988_ACC	39988_DLPFC	39988_HC	39988_V1	40212_ACC	40212_DLPFC	40212_HC	40212_V1	40295_ACC	40295_DLPFC	40295_HC	40295_V1	40302_ACC	40302_DLPFC	40302_HC	40302_V1	40318_ACC	40318_DLPFC	40318_HC	40318_V1	40335_ACC	40335_DLPFC	40335_HC	40335_V1	40360_ACC	40360_DLPFC	40360_HC	40360_V1	40390_ACC	40390_DLPFC	40390_HC	40390_V1	40478_ACC	40478_DLPFC	40478_HC	40478_V1	40482_ACC	40482_DLPFC	40482_HC	40482_V1
AluJ_Mim	524.039	5451.78	859.023	991.164	525.502	5304.12	669.372	798.076	983.94	1065.01	776.571	763.348	731.298	5246.76	621.869	680.002	534.224	5515.18	911.255	1034.21	668.107	817.213	597.005	1059.05	562.517	1212.17	784.521	1043.63	1037.45	4874.06	614.802	631.808	604.142	994.4	758.571	817.868	735.802	4523.42	862.931	440.712	970.407	5290.69	907.324	723.02	577.849	4470.55	691.767	666.353	553.484	5093.09	1060.18	989.379
AluMacYa3	13290.2	175979	21040.8	31234.4	13491.6	187491	14009.3	21804.1	26122.5	33801.3	20773.1	21637	17419.2	184415	12940.1	19554.7	13983.9	194584	17482.3	29695.6	17122	22378.7	15338.8	32209.4	14301.5	37488.6	16002.6	32143.4	25337.4	193557	15362.5	18659.5	17453.1	30264.6	15945.5	22973.3	17366.8	182361	16375.6	11828	22793.9	183829	17531.3	19191.9	16041.1	185020	13336.4	21062.4	13429.7	180086	14112.9	27561
AluMacYb2	1993.2	27787.9	3172.48	3682.93	1944.1	27859.8	2036.03	2790.03	3475.4	4463.34	2879.22	2928.15	2855.06	28877	2168.15	2523.73	1854.57	25833.2	2258.59	4168.43	2137.72	2741.27	1889.79	4172.63	1946.34	4573.96	2082.81	4426.23	3449.17	29917.7	2233.63	2535.75	2802.25	4230.97	2392.48	3019.64	2493.61	27320.6	2284.12	1585.73	3303.15	29466.6	2665.89	2443.63	2152.49	25651.1	1889.27	2574.02	1827.54	26578.5	2090.37	3216.28
AluMacYb4	5539.25	65372.5	8904.51	13941	5525.39	62159.2	5971.89	9571.59	10863.2	13243.6	8941.04	9716.59	7014.76	63640.7	5740.34	8952.16	5718.44	62626.6	7614.03	12469.5	7117.15	8857.96	6434.94	14197.2	6091.4	15646.3	6880.57	14177.1	10815.7	63121.3	6684.58	8107.8	6987.83	12391	6574.67	10152.6	7409.67	65892	6984.87	5143.87	9569.7	63718.8	7399.09	8701.2	6922.21	65777.1	5842.49	9168.27	5570.17	64983.2	6108.12	11730.7
AluSc	2487.81	26154.7	4139.09	6139.91	2622.22	27643.1	2766.47	4270.76	5291.77	5670.18	3700.06	4129.83	3157.94	24548	2397.07	3897.26	2661.08	25643.9	3391.38	5283.25	3204.21	3788.01	2867.68	6144.03	2914.98	6608.08	3057.92	6132.6	5008.48	25980	2982.99	3524.91	3310.06	5617.89	2936.73	4627.73	3509.44	25794.3	3151.16	2215.23	4680.84	25720.4	3400.53	3750.79	3056.57	25343.8	2731.56	3835.45	2574.12	26222.4	2880.71	5472.74
AluSc5	3036.69	36845.5	4836.03	8108.89	2957.79	34588.8	2998.59	5452.06	5867.04	7603.31	4966.5	5393.02	3985.84	35259.2	3335.55	5330.82	3204.29	34945.2	4036.86	7019.51	3845.23	5000.09	3618.99	7792.31	3364.41	9066.08	3758.36	8095.25	5634.8	35188.4	3561.53	4410.66	3782.11	7247.78	3730.53	5793.09	4004.01	38753.7	3754.62	2857.74	5385.79	34590.7	3839.36	4927.74	3959.41	36511.4	3065.65	5010.11	3006.33	35449.4	3200.06	6247.66
AluSc8	353.447	4262.47	529.299	717.798	381.604	4397.36	343.689	546.356	756.787	746.536	427.198	458.72	542.788	4219.19	327.038	488.028	331.721	4795.84	376.968	675.226	487.451	561.953	387.596	791.545	465.643	1098.06	410.277	854.203	795.373	4360.35	430.748	520.283	533.519	828.97	405.706	572.775	525.057	5267.45	421.296	328.855	641.63	4368.46	439.501	519.482	479.19	4023.54	309.152	441.522	344.568	4020.52	376.12	593.346
AluSg	27.3425	0	17.8349	33.6269	13.013	96.0083	0	35.7309	16.3706	30.7287	15.1615	15.3362	0	0	9.40792	15.8318	13.532	0	5.43674	0	20.3288	12.3031	10.5608	39.4432	7.242	13.5409	12.9912	25.8997	25.2435	46.6107	21.7774	14.9009	9.75977	21.1768	18.842	11.0565	19.6633	0	6.59485	10.2355	6.39966	0	3.55908	6.75135	4.19522	100.302	15.8504	23.4314	12.8155	0	0	27.6067
AluSg1	174.021	3075.36	262.207	393.152	152.661	2375.36	138.938	284.214	359.949	554.096	249.488	315.169	233.986	2702.98	152.602	272.956	167.073	3608.28	222.626	330.461	203.946	292.555	167.292	480.553	184.666	586.667	193.383	452.831	285.976	4104.9	173.936	194.861	239.726	416.69	181.394	295.839	209.035	3772.93	219.744	133.86	298.478	3735.76	199.306	249.259	201.193	3068.26	176.422	265.472	195.357	3648.09	208.455	371.921
AluSg4	366.873	3066.56	595.958	892.784	318.876	3344.07	449.22	696.226	719.517	796.069	995.289	635.575	443.267	3075.1	411.846	647.531	324.814	2702.15	606.581	921.268	437.897	446.906	444.93	900.506	335.051	826.399	488.18	935.665	733.528	2831.24	569.034	565.578	370.616	719.103	410.204	687.123	426.626	2583.98	455.165	336.542	646.514	2312.41	540.82	635.015	386.855	3785.06	353.718	572.779	349.389	2815.05	353.308	795.143
AluSg7	3152.38	46151.7	5056.8	8195.56	3295.16	43054.3	3368.19	5756.71	6539.87	8336.94	4819.82	5485.62	4309.07	41464.8	3224.02	5147.4	3327.47	41792.3	4098.34	7328.16	4241.36	5345.94	3692.5	7928.39	3552.53	9484.63	3866.68	8068.04	6686.54	40094.5	3776.7	4502.52	4123.12	7669.38	3791.56	5898.02	4367.55	46905.3	3871.48	2804.15	6129.7	46160.7	4192.58	5048.84	4183.81	40803.5	3339.91	5121.98	3118.79	41193.9	3463.45	6689.55
AluSp	4416.45	54002.3	6997.64	10283.4	4338.58	53199.3	4642.33	7278.8	8574.97	10574.5	6577.34	7440.27	5689.74	57237.7	4357.97	6755.64	4454.27	58724.1	5574.69	9698.05	5400.62	6992.27	4860.24	10627.3	4852.66	12056.9	5183.01	10688.3	8352.56	57436.1	5023.17	6085.04	5546	9519.65	5089.26	7712.26	5487.02	59126.5	5338.93	3826.73	7581.17	57921	5576.04	6432.48	5128.91	52320.8	4455.88	6372.27	4446.28	56995.3	4676.68	9218.33
AluSq	5497.31	58377.4	9107.8	13946.8	5804.78	59166.6	5556.53	9409.07	11073.6	12898	8207.06	9086.28	7449.51	58361.2	5889.9	8960.39	5941.47	59376.2	6990.9	12476.5	7036.77	8436.57	6295.05	14019.8	6092.59	15250.9	6501	13966.6	10781.8	58465.1	6410.34	7680.05	7055.78	12819	6234.7	10183.4	7334.72	59092.9	6614.48	4891.23	9951.13	58387.2	7113.36	8784.94	6987.05	60646.4	5475.17	8667.92	5680.35	60562.4	5861	11676.3
AluSq10	651.117	8964.7	1039.9	1545.39	729.282	9251.61	713.43	1137.49	1291.61	1600.92	1006.65	1029.06	879.642	8607.66	705.255	1072.56	668.182	7740.77	819.137	1519.06	835.447	1150.41	740.325	1622.36	701.874	1764.28	736.26	1518.73	1234.78	8151.9	751.753	908.811	809.374	1383.1	728.113	1160.61	888.188	9014.69	754.157	578.492	1203.45	8577.06	805.764	1040.36	758.4	8146.04	634.97	951.358	686.781	7750.15	725.751	1408.99
AluSq2	2300.41	26239.6	3726.35	5657.24	2347.26	26662.1	2550.2	4087.68	4508.38	5199.77	3621.04	4080.35	3099.15	26128.5	2185.03	3677.48	2387.93	23835.3	2975.14	5304.76	2996.3	3682.8	2624.89	5816.58	2766.96	6645.36	2805.98	5572.43	4560.34	26243.1	2767.78	3349.4	2901.44	5224.5	2690.45	4368.6	2897.21	24755.4	2679.51	2056.33	4119.98	24454.2	2956.03	3610.52	2802.29	26449.6	2351	3338.14	2409.19	25992.4	2494.57	5054.92
AluSq4	258.556	2759.08	391.037	658.778	218.11	2751	260.121	440.842	459.802	565.213	396.416	424.283	332.36	2660.91	240.172	406.018	214.843	2292.83	323.979	505.399	325.829	411.866	295.143	578.076	259.544	700.959	299.451	604.145	467.062	2475.75	224.924	316.753	302.677	548.25	324.535	472.887	314.341	2842.11	302.337	234.954	394.145	2771.12	312.348	370.384	243.846	2748.48	243.365	416.423	230.972	2506.6	227.206	514.741
AluSx	0.00305263	0.0645489	9.95862	47.9943	45.9459	722.07	80.5429	17.2159	63.6599	18.4698	30.3996	3.73262	88.955	789.698	0	69.4724	15.9998	468.216	37.9422	36.0164	32.443	46.9151	25.1754	23.3784	21.7457	7.00618	7.09614	5.62131	22.0245	1130.61	16.8377	0.00276642	11.9303	9.29709	12.6842	20.9424	42.2405	655.817	21.9281	2.25172	58.7178	290.362	10.2661	60.5475	25.9089	904.169	63.5965	13.3801	50.9915	317.835	42.7331	21.0097
AluSx1	0.0016209	0.000389124	10.5121	0.00443468	0.00319687	0.0652198	3.40823e-06	0.00419745	0.00568967	7.9258	28.4199	9.14562	0.00457734	2.39539e-05	0	0.0039282	2.16707	0.0765378	1.52929e-08	0.00824849	0.00411341	0.00306903	0.00274759	7.86965e-08	4.80304	5.5098	10.1813	9.98651	5.18374	0.06505	0.0032607	0.00361463	0.347249	6.48308	11.0103	1.7482e-05	15.185	0.063995	12.7693	8.11703	0.00663349	0.0587026	7.50278	0.0039632	0.0037933	0.0616943	0.00279237	0.00348075	0.00285442	5.45861	0.0035587	0.0053503
AluSx3	1328.71	17442.9	2140.44	3087.66	1425.81	18962.4	1484.95	2174.94	2794.81	3245.81	1963.36	2115.5	1877.25	17386.6	1365.05	1965.88	1506.51	18287.1	1740.45	2889.47	1730.08	2208.02	1555.27	3083.6	1634.96	3751.26	1610.29	3022.49	2641.31	16856	1561.59	1810.15	1826.08	3154.68	1709.91	2341.63	1914.23	18389.4	1750.5	1052.74	2623.73	18594.1	1781.83	2004.58	1687.43	16627	1330.74	1785.48	1439.3	15080.1	1614.34	2607.53
AluSx4	1022.81	12189.3	1628.04	2560.82	994.301	13307.4	1013.82	1807.37	1995.54	2443.07	1613.69	1735.36	1424.25	12906.9	1035.93	1649.56	1083.88	13685.7	1329.42	2336.77	1280.39	1643.85	1098.8	2500.88	1124.13	2921.9	1181.47	2599.57	2045.6	12802.8	1247.31	1432.98	1291.3	2293.34	1134.54	1889.54	1357.84	12769.6	1178.39	916.24	1934.8	13373.4	1369.58	1656.85	1255.7	13119.1	1026.98	1559.66	1048.31	13116.7	1030.01	2037.95
AluSz	2661.08	34542.8	4209.81	7523.02	2745.09	32916.2	2776.69	5161.09	5403.2	6644.3	4278.84	5024.75	3360.54	34726.7	2863.09	4583.96	2845.96	30455.4	3560.5	6725.68	3573.99	4517.86	3085.56	7233.65	2865.53	7864.14	3298.61	7246.58	5115.79	29474.2	3191.03	4151.76	3291.64	6345.75	3221.34	5155.86	3810.52	34335.7	3578.83	2664.02	5167.54	35024.5	3584.02	4430.63	3446.83	31695	2872.39	4530.77	2623.36	33743.7	3000	6026.9
AluSz6	1422.61	18474.7	2211.53	3914.74	1467.76	18309.7	1468.6	2654.26	2821.15	3653.28	2265.84	2587.24	1806.08	21319	1552.71	2481.34	1469.87	20919	1879.36	3325.58	1836.73	2345.65	1638.65	3709.88	1550.06	4363.13	1670.24	3790.37	2737.14	18469.6	1628.07	2166.27	1731.92	3281.72	1656.32	2768.09	1860.54	21131.2	1738.71	1357.71	2632.35	21414	1784.61	2270.05	1780.16	18980.3	1439.77	2366.63	1454.25	19810	1489.26	3250.47
AluY	56.7929	230.868	57.9477	105.507	43.773	217.596	34.7682	62.2572	45.0516	107.255	62.8489	53.4408	46.027	104.684	51.127	73.6013	62.8601	658.096	57.118	115.847	64.4081	49.853	54.3087	111.335	57.3684	95.8503	42.77	83.756	54.1062	241.758	50.5444	67.8802	63.6343	91.7003	56.0907	83.7103	62.8772	272.77	41.5185	44.6937	62.18	130.968	67.26	63.8863	55.6584	254.33	43.9151	82.5864	33.7269	127.969	42.4764	54.0514
AluYa1	92.6604	124.236	109.217	157.065	58.0914	568.922	79.8508	80.67	154.702	166.996	106.551	114.17	103.457	683.01	89.7134	110.233	60.2681	643.4	100.32	147.048	110.527	80.3662	73.5985	197.031	49.2496	167.675	74.5022	182.435	163.163	540.244	96.0497	105.336	126.287	146.356	121.395	92.6177	108.676	462.723	53.2555	44.3079	99.804	645.48	129.325	132.883	53.7244	221.845	69.7	93.4761	67.5711	480.347	92.7911	153.746
AluYa4	3461.65	43928.4	5749.04	7363.36	3312	41520.8	3876.76	5858.09	6905.84	7808.05	5794.42	5872.97	4822.52	37982.8	3860.63	5366.14	3813.43	41035.3	5280.8	7689.78	3930.12	5368.79	4112.16	7940.62	3742.11	9223.62	4581.45	8446.7	6857.12	40320.4	4204.54	4581.69	4429.46	6856.17	4522.51	5985.72	4463.16	36722.5	4341.82	3050.39	5591.65	39589.2	4597	5307.53	4014.91	44477.8	3664.21	4849.83	3337.77	37629	3868.88	6969.64
AluYa5	1655.16	19771.5	2409.47	3985.62	1654.62	19181.9	1362.54	2540.33	3127.24	4040.65	2478.78	2313.5	2093.88	24190.7	1515.73	2575.01	1594.12	18221.2	1715.85	3159.51	2398.67	2413.48	1696.89	3928.54	1724.63	4161.76	1541.89	3842.46	3202.52	19218.7	1880.04	2488.49	1835.01	3724.9	1499.27	2684.4	1932.55	24175.6	1669.29	1267.45	3042.05	18159	1834.76	2178.09	2110.94	14225.5	1392.09	2442.89	1813.91	21422.1	1578.14	3027.98
AluYa8	278.274	3029.61	449.534	823.566	289.682	3394.75	302.176	564.96	546.615	702.5	433.654	519.699	363.15	3608.03	325.423	507.667	301.8	3401.61	410.431	715.859	407.047	500.91	338.447	792.538	317.779	857.954	352.803	826.085	538.49	3115.37	349.258	409.449	390.061	714.643	374.204	584.823	377.601	3064.5	376.483	310.414	505.483	3177.14	400.102	477.321	373.348	3273.44	322.249	512.282	285.203	3265.18	306.562	722.101
AluYb10	508.809	5349.11	849.423	1333.97	571.967	4767.46	638.272	1010.35	1121	1344.54	881.166	928.319	667.887	6668.8	596.64	939.315	665.732	6732.5	723.03	1138.3	736.354	900.651	676.946	1395.72	576.52	1398.3	711.849	1286.31	978.635	4903.37	741.119	837.749	662.056	1227.75	680.898	1005.55	717.403	6664.21	706.382	508.357	1008.03	6099.16	724.332	867.623	702.584	5935.18	635.181	848.132	563.557	5398.31	568.836	1407.79
AluYb11	128.376	1135.48	165.317	160.249	102.391	1139.84	103.189	116.847	177.711	183.787	76.0429	171.152	142.037	816.951	66.1025	133.158	65.6238	318.113	156.579	168.684	108.625	111.468	75.1434	272.494	94.7357	226.557	88.51	259.111	159.626	847.861	71.8052	80.1151	83.7237	185.035	71.4412	203.94	175.833	284.646	110.213	92.3715	138.478	671.319	118.636	99.6515	60.0555	959.467	68.1791	123.739	86.46	966.552	110.573	158.93
AluYb3a1	1717.69	25964.2	2718.65	4099.6	1749.94	26312.3	1842.81	3044.22	3429.08	4585.19	2774.93	2876.35	2429.56	26719.5	1870.57	2740.3	1900.1	26536.5	2351.81	4176.01	2335.31	3054.89	2184.82	4110.71	2016.29	5128.16	2225.36	4370.47	3404.46	27684.8	2041.97	2637.94	2270.13	4073.92	2125.31	3270.16	2448.27	26445.3	2239.29	1530.93	3159.25	27842.9	2341.77	2726.96	2218.77	24733.4	1702.04	2852.97	1746.83	24228.3	1853.09	3405.97
AluYb3a2	96.7608	773.261	114.513	221.4	70.5497	512.408	65.2136	109.228	151.701	159.671	117.351	127.176	101.928	661.46	84.4787	131.965	94.806	955.204	93.5015	191.494	107.947	139.909	99.8934	167.697	90.8692	222.042	83.721	201.669	154.669	687.058	94.9547	105.254	114.267	208.286	82.9763	148.85	106.892	761.137	103.567	60.2997	127.741	776.256	116.094	108.618	87.7473	863.99	68.3548	121.204	80.2392	635.203	87.9657	189.336
AluYb8	7.98757	241.545	27.4587	59.5766	13.5243	259.171	9.19211	33.2628	16.4605	47.4972	33.4717	37.9826	21.1528	207.391	24.3316	45.464	17.5668	464.366	25.2498	48.9313	20.2037	34.7664	18.6646	53.9604	19.6929	72.4665	27.4564	57.4209	38.9608	272.536	12.8359	21.4199	18.4252	49.5344	24.8218	41.2587	30.6051	260.94	23.8451	27.5002	38.1643	322.857	25.3736	41.5383	27.2329	405.294	20.848	44.8506	16.5466	200.656	20.7746	43.6466
AluYb8a1	183.477	2674.86	324.133	577.539	199.574	2157.36	217.846	369.419	401.613	545.433	352.272	382.044	269.188	2137.42	227.436	346.201	214.637	2957.21	277.719	549.272	252.004	329.376	231.369	635.69	232.134	583.415	247.013	557.579	359.041	2348.49	261.672	311.746	273.442	520.701	242.162	400.588	265.992	2203.08	289.16	212.355	317.68	2142.36	298.861	321.686	235.049	2736.67	222.011	415.855	185.618	2328.11	227.461	548.036
AluYb9	152.719	1206.12	189.047	391.759	100.779	1229.82	132.423	206.159	224.388	278.203	211.229	251.631	143.045	1333.06	106.811	211.475	120.02	839.301	166.697	368.117	173.685	198.984	170.851	343.565	151.566	384.656	162.677	393.311	281.591	1238.79	146.284	191.779	185.395	240.119	164.005	208.966	187.142	627.148	167.099	144.245	202.11	996.773	182.729	204.851	161.781	997.85	124.653	284.116	127.374	1515.63	119.449	278.805
AluYbc3a	454.773	7127.76	778.655	1271.99	490.93	6317.92	470.714	888.025	998.287	1356.47	752.809	871.742	664.657	7027.02	526.673	744.558	445.277	7432.56	565.983	1123.11	663.49	898.198	561.099	1219.06	547.996	1596.78	664.583	1265.82	885.21	7562.69	554.25	733.387	610.449	1151.34	562.292	792.928	681.547	6534.19	586.154	451.056	814.719	6592.87	568.465	704.023	542.606	6174.47	506.411	831.886	497.884	8055.1	554.229	1096.99
AluYc1	10.0953	39.0856	3.53222e-05	3.67092	8.39446	0	2.65796	2.53054	4.12155	2.85252	9.69648	7.70108	0	0	0	6.25776	1.20967e-08	0	24.5674	0	5.08385	3.27195	3.20217	19.425	2.25616	14.9733	5.03384	4.31321	12.2394	0	3.00223	9.46989	4.76297	4.32282	1.60911e-06	0	2.50601	0	2.10841	1.33277	4.39051	0	4.21437	3.02433	0	31.1083	4.21148	6.59108	0	0	0	11.8717
AluYc2	54.1197	545.199	90.4196	155.868	52.6907	849.879	65.4975	107.972	126.023	167.669	90.2413	101.266	73.4653	933.443	50.8619	109.187	49.4927	390.257	66.7784	135.885	60.658	103.337	63.4907	117.349	44.4194	140.231	45.4235	173.472	72.6304	658.876	49.127	67.8738	72.2719	163.663	79.1807	103.272	50.5798	776.842	60.9299	45.2616	101.33	811.529	72.8663	105.228	60.3067	563.727	66.7604	108.442	55.6035	612.354	49.3496	128.137
AluYc5	23.2641	1428.43	146.538	278.453	116.622	1445.6	134.084	209.804	224.255	280.287	120.236	138.21	155.693	539.917	120.015	155.489	129.14	748.881	151.677	220.846	162.004	148.651	89.9879	269.844	146.887	351.726	66.3865	291.768	203.771	102.357	146.554	140.23	156.461	178.591	91.3497	206.446	154.209	937.839	121.283	90.4692	187.221	1084.18	101.737	118.747	174.265	677.946	102.652	215.887	104.867	1537.95	103.736	278.93
AluYd2	4.93116	5.59499e-05	11.8876	41.2031	3.71839	266.52	16.9654	13.7967	27.0956	18.078	25.2273	8.63385	2.81399	0.101015	11.4549	2.49362	15.7498	6.43464e-05	0	15.9279	5.00022	3.73003	12.4768	10.9625	5.64777	8.86859	12.1709	4.28273e-05	6.69842	41.6418	18.4699	0	9.10217	14.3959	4.16638	0	4.42783e-05	128.491	3.76055	5.70807e-05	6.25356	130.635	1.03008e-05	6.35676	7.83422	120.278	2.36481	4.51799	12.6316	39.3559	8.65461	14.9542
AluYd3	24.3362	497.377	26.2878	32.3412	37.9583	66.1829	5.679	34.3076	9.28854	49.8392	13.536	37.8579	40.3177	263.062	24.4915	36.2257	14.6995	323.322	44.1548	42.4993	38.0255	32.9785	18.4194	59.7687	14.9117	95.6152	39.0921	33.2035	38.158	145.576	21.796	49.8003	35.8645	44.0547	28.0357	45.1412	39.846	104.213	41.3133	22.2154	31.9512	20.0991	36.1989	19.9072	21.8641	3.08509	21.6731	63.241	35.0982	61.511	20.5002	42.255
AluYd3a1	0.963394	28.4196	8.75431	22.1282	3.28919	47.3113	6.02358	9.9819	14.1591	18.5198	17.6639	24.8317	6.57834	107.174	5.05783	7.85156	8.24927	60.8751	4.79205	12.9527	4.8836	8.09156	2.23325	17.9182	8.16623	20.7701	2.92345	31.9083	0	0	10.2519	6.98667	8.2018	13.0635	4.51392	6.32553	15.8462	23.777	5.35103	3.64644	15.0263	115.42	12.8522	18.7048	7.11922	104.659	3.99511	14.3337	2.35862	93.7402	8.93421	14.235
AluYd3a1_gib	1221.55	12245.3	2041.82	3246.24	1195	11464.6	1249.54	2337.92	2402.49	2856.74	1969.61	2218.57	1577.87	12130.3	1241.5	2059.95	1264.38	10795.3	1596.94	2876.71	1612.82	1886.88	1464.19	3194	1285.41	3362.69	1438.2	3281.18	2382.93	12047.9	1447.9	1864.66	1519.26	2807.11	1457.56	2318.48	1621.4	11853.1	1454.5	1143.31	2183.94	11593.7	1557.76	1980.52	1514.64	11933.9	1343.79	2150.94	1225.73	13026.2	1313.63	2990.99
AluYd8	101.779	164.794	69.7697	4.95274	17.2802	54.0259	0.0043188	6.17409	46.7087	52.6215	68.8465	71.7982	17.5406	539.917	0.00428659	16.1366	11.0476	748.881	0.00481451	59.3617	7.49976	38.2492	34.2744	0.0057954	15.8589	13.2618	66.3865	35.3797	32.688	1390.3	0.548325	10.737	0.00455523	90.0222	22.3664	0.00428302	57.3628	937.839	59.2971	33.5971	6.09577	234.593	34.7284	27.6141	8.87118	677.946	11.1615	1.85804	11.2936	0.0705044	12.3151	3.94295
