TE	39673_ACC	39673_DLPFC	39673_HC	39673_V1	39813_ACC	39813_DLPFC	39813_HC	39813_V1	39827_ACC	39827_DLPFC	39827_HC	39827_V1	39988_ACC	39988_DLPFC	39988_HC	39988_V1	40212_ACC	40212_DLPFC	40212_HC	40212_V1	40295_ACC	40295_DLPFC	40295_HC	40295_V1	40302_ACC	40302_DLPFC	40302_HC	40302_V1	40318_ACC	40318_DLPFC	40318_HC	40318_V1	40335_ACC	40335_DLPFC	40335_HC	40335_V1	40360_ACC	40360_DLPFC	40360_HC	40360_V1	40390_ACC	40390_DLPFC	40390_HC	40390_V1	40478_ACC	40478_DLPFC	40478_HC	40478_V1	40482_ACC	40482_DLPFC	40482_HC	40482_V1
AluSq2	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286
AluSq4	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285
AluSx	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283
AluSx1	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283
AluSx3	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluSx4	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluSz	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283
AluSz6	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283
AluY	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYa1	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYa4	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYa5	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYa8	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281
AluYb10	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288
AluYb11	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289
AluYb3a1	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYb3a2	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYb8	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289
AluYb8a1	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287
AluYb9	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289
AluYbc3a	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283
AluYc1	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYc2	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYc5	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270
AluYd2	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270
AluYd3	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270
AluYd3a1	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271
AluYd3a1_gib	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272
AluYd8	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270
AluYe2	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280
AluYe5	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281
AluYf1	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYf2	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284
AluYf5	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281
AluYg6	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYh9	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYi6	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283
AluYk11	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYk12	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AluYk13	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282
AmnSINE1_HS	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576	576
CERV1_INT	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337	7337
CERV1_LTR	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409
CERV2_INT	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584	7584
CERV2_LTR	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544
CHARLIE10	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822	2822
Charlie12	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873
CHARLIE2A	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862	2862
CHARLIE2B	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782	2782
CHARLIE3	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710
CHARLIE5	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612
CHARLIE6	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500
CHARLIE7	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612	2612
CHARLIE8	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417	2417
CHARLIE9	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757	2757
CHESHIRE	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285
CHESHIRE_A	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224
CHESHIRE_B	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338
CR1_HS	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453	453
DNAX1_OG	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190
ERV1-1B_TSy-I	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654	6654
ERV1-1B_TSy-LTR	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460	460
ERV1-1_CJa-I	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158
ERV1-1_CJa-LTR	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598	598
ERV1-1_TSy-I	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121	8121
ERV1-1_TSy-LTR	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437
ERV1-2_CJa-I	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855	7855
ERV1-2_CJa-LTR	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463	463
ERV1-2_TSy-I	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805	5805
ERV1-2_TSy-LTR	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580	580
ERV1-3B_TSy-I	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231	5231
ERV1-3B_TSy-LTR	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556
ERV1-3_CJ-I	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308	7308
ERV1-3_CJ-LTR	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472
ERV1-3_TSy-I	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005
ERV1-3_TSy-LTR	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544	544
ERV1-4B_TSy-LTR	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481
ERV1-4C_TSy-LTR	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471	471
ERV1-4D_TSy-LTR	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468
ERV1-4E_TSy-LTR	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526	526
ERV1-4F_TSy-LTR	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418	418
ERV1-4_TSy-I	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114
ERV1-4_TSy-LTR	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558	558
