TE	39673_ACC	39673_DLPFC	39673_HC	39673_V1	39813_ACC	39813_DLPFC	39813_HC	39813_V1	39827_ACC	39827_DLPFC	39827_HC	39827_V1	39988_ACC	39988_DLPFC	39988_HC	39988_V1	40212_ACC	40212_DLPFC	40212_HC	40212_V1	40295_ACC	40295_DLPFC	40295_HC	40295_V1	40302_ACC	40302_DLPFC	40302_HC	40302_V1	40318_ACC	40318_DLPFC	40318_HC	40318_V1	40335_ACC	40335_DLPFC	40335_HC	40335_V1	40360_ACC	40360_DLPFC	40360_HC	40360_V1	40390_ACC	40390_DLPFC	40390_HC	40390_V1	40478_ACC	40478_DLPFC	40478_HC	40478_V1	40482_ACC	40482_DLPFC	40482_HC	40482_V1
AluJ_Mim	184.094	142.18	185.081	176.044	183.08	147.978	177.685	172.476	182.094	142.589	172.204	178.959	178.058	140.804	181.944	174.487	181.896	143.98	175.549	173.184	171.829	143.38	174.841	178.876	176.416	151.637	177.443	176.32	188.159	144.978	188.93	175.034	177.453	183.686	180.567	176.336	167.294	140.404	172.461	186.075	182.456	143.802	174.397	175.034	172.914	145.703	176.559	167.764	181.647	147.259	186.572	172.252
AluMacYa3	153.825	116.046	154.113	145.692	152.136	121.621	147.258	142.817	150.93	118.455	141.847	148.875	148.613	116.538	151.175	144.652	151.831	119.035	145.033	143.114	141.942	118.215	145.2	148.582	146.331	126.058	147.066	146.244	156.852	119.407	158.233	144.956	147.577	152.59	150.388	146.267	137.748	115.138	142.904	155.616	151.638	118.709	144.001	145.138	142.775	119.775	146.562	138.236	151.088	121.898	155.422	142.064
AluMacYb2	141.88	106.55	141.707	133.594	140.182	111.252	135.248	131.289	138.869	108.72	129.866	136.806	137.174	108.044	138.998	132.731	139.926	110.263	133.046	131.051	130.396	108.782	133.888	136.786	134.437	116.021	135.171	134.27	144.205	109.878	145.78	132.766	135.918	140.406	138.653	134.474	126.185	106.367	131.072	143.413	139.407	108.494	132.308	133.043	131.656	110.225	134.616	126.786	139.389	112.079	143.294	130.411
AluMacYb4	141.88	106.55	141.707	133.594	140.182	111.252	135.248	131.289	138.869	108.72	129.866	136.806	137.174	108.044	138.998	132.731	139.926	110.263	133.046	131.051	130.396	108.782	133.888	136.786	134.437	116.021	135.171	134.27	144.205	109.878	145.78	132.766	135.918	140.406	138.653	134.474	126.185	106.367	131.072	143.413	139.407	108.494	132.308	133.043	131.656	110.225	134.616	126.786	139.389	112.079	143.294	130.411
AluSc	149.019	112.414	149.363	140.963	147.405	117.328	142.544	138.344	146.292	114.499	137.275	144.188	143.918	112.973	146.36	140.037	147.169	115.93	140.419	138.36	137.582	114.336	140.867	143.999	141.746	122.232	142.515	141.642	151.977	115.359	153.389	140.196	142.898	147.879	145.784	141.463	133.14	111.456	138.367	150.887	146.925	114.613	139.48	140.313	138.402	115.844	141.916	133.908	146.417	117.918	150.824	137.47
AluSc5	149.019	112.414	149.363	140.963	147.405	117.328	142.544	138.344	146.292	114.499	137.275	144.188	143.918	112.973	146.36	140.037	147.169	115.93	140.419	138.36	137.582	114.336	140.867	143.999	141.746	122.232	142.515	141.642	151.977	115.359	153.389	140.196	142.898	147.879	145.784	141.463	133.14	111.456	138.367	150.887	146.925	114.613	139.48	140.313	138.402	115.844	141.916	133.908	146.417	117.918	150.824	137.47
AluSc8	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluSg	149.99	113.213	150.336	141.909	148.348	118.183	143.519	139.2	147.22	115.256	138.195	145.119	144.833	113.677	147.291	140.974	148.123	116.553	141.331	139.28	138.465	115.156	141.804	144.915	142.663	123.015	143.413	142.568	152.955	116.148	154.365	141.13	143.842	148.809	146.675	142.39	134.009	112.111	139.228	151.827	147.832	115.435	140.35	141.283	139.238	116.625	142.839	134.767	147.362	118.648	151.78	138.391
AluSg1	149.019	112.414	149.363	140.963	147.405	117.328	142.544	138.344	146.292	114.499	137.275	144.188	143.918	112.973	146.36	140.037	147.169	115.93	140.419	138.36	137.582	114.336	140.867	143.999	141.746	122.232	142.515	141.642	151.977	115.359	153.389	140.196	142.898	147.879	145.784	141.463	133.14	111.456	138.367	150.887	146.925	114.613	139.48	140.313	138.402	115.844	141.916	133.908	146.417	117.918	150.824	137.47
AluSg4	151.897	114.724	152.234	143.817	150.228	119.904	145.389	140.98	149.049	116.859	139.976	147.004	146.771	115.125	149.215	142.834	149.995	117.831	143.154	141.173	140.24	116.837	143.55	146.73	144.468	124.558	145.221	144.365	154.895	117.818	156.322	143.036	145.693	150.683	148.534	144.312	135.902	113.612	141.063	153.704	149.701	117.08	142.143	143.222	140.947	118.253	144.693	136.469	149.243	120.224	153.617	140.228
AluSg7	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluSp	152.858	115.386	153.164	144.761	151.179	120.77	146.319	141.895	149.979	117.657	140.893	147.938	147.704	115.847	150.192	143.747	150.92	118.44	144.091	142.136	141.098	117.564	144.372	147.648	145.384	125.314	146.135	145.29	155.867	118.621	157.284	144.003	146.64	151.633	149.476	145.293	136.835	114.39	141.986	154.652	150.666	117.894	143.076	144.187	141.85	119.009	145.629	137.341	150.166	121.053	154.506	141.146
AluSq	152.858	115.386	153.164	144.761	151.179	120.77	146.319	141.895	149.979	117.657	140.893	147.938	147.704	115.847	150.192	143.747	150.92	118.44	144.091	142.136	141.098	117.564	144.372	147.648	145.384	125.314	146.135	145.29	155.867	118.621	157.284	144.003	146.64	151.633	149.476	145.293	136.835	114.39	141.986	154.652	150.666	117.894	143.076	144.187	141.85	119.009	145.629	137.341	150.166	121.053	154.506	141.146
AluSq10	154.783	116.78	155.084	146.619	153.092	122.425	148.181	143.742	151.893	119.252	142.81	149.827	149.539	117.236	152.164	145.564	152.736	119.658	145.976	144.101	142.795	118.898	146.073	149.532	147.294	126.796	148.02	147.201	157.836	120.22	159.179	145.894	148.482	153.557	151.277	147.225	138.656	115.885	143.836	156.573	152.601	119.513	144.913	146.077	143.725	120.619	147.484	139.158	152.028	122.724	156.379	142.993
AluSq2	154.783	116.78	155.084	146.619	153.092	122.425	148.181	143.742	151.893	119.252	142.81	149.827	149.539	117.236	152.164	145.564	152.736	119.658	145.976	144.101	142.795	118.898	146.073	149.532	147.294	126.796	148.02	147.201	157.836	120.22	159.179	145.894	148.482	153.557	151.277	147.225	138.656	115.885	143.836	156.573	152.601	119.513	144.913	146.077	143.725	120.619	147.484	139.158	152.028	122.724	156.379	142.993
AluSq4	153.825	116.046	154.113	145.692	152.136	121.621	147.258	142.817	150.93	118.455	141.847	148.875	148.613	116.538	151.175	144.652	151.831	119.035	145.033	143.114	141.942	118.215	145.2	148.582	146.331	126.058	147.066	146.244	156.852	119.407	158.233	144.956	147.577	152.59	150.388	146.267	137.748	115.138	142.904	155.616	151.638	118.709	144.001	145.138	142.775	119.775	146.562	138.236	151.088	121.898	155.422	142.064
AluSx	151.897	114.724	152.234	143.817	150.228	119.904	145.389	140.98	149.049	116.859	139.976	147.004	146.771	115.125	149.215	142.834	149.995	117.831	143.154	141.173	140.24	116.837	143.55	146.73	144.468	124.558	145.221	144.365	154.895	117.818	156.322	143.036	145.693	150.683	148.534	144.312	135.902	113.612	141.063	153.704	149.701	117.08	142.143	143.222	140.947	118.253	144.693	136.469	149.243	120.224	153.617	140.228
AluSx1	151.897	114.724	152.234	143.817	150.228	119.904	145.389	140.98	149.049	116.859	139.976	147.004	146.771	115.125	149.215	142.834	149.995	117.831	143.154	141.173	140.24	116.837	143.55	146.73	144.468	124.558	145.221	144.365	154.895	117.818	156.322	143.036	145.693	150.683	148.534	144.312	135.902	113.612	141.063	153.704	149.701	117.08	142.143	143.222	140.947	118.253	144.693	136.469	149.243	120.224	153.617	140.228
AluSx3	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluSx4	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluSz	151.897	114.724	152.234	143.817	150.228	119.904	145.389	140.98	149.049	116.859	139.976	147.004	146.771	115.125	149.215	142.834	149.995	117.831	143.154	141.173	140.24	116.837	143.55	146.73	144.468	124.558	145.221	144.365	154.895	117.818	156.322	143.036	145.693	150.683	148.534	144.312	135.902	113.612	141.063	153.704	149.701	117.08	142.143	143.222	140.947	118.253	144.693	136.469	149.243	120.224	153.617	140.228
AluSz6	151.897	114.724	152.234	143.817	150.228	119.904	145.389	140.98	149.049	116.859	139.976	147.004	146.771	115.125	149.215	142.834	149.995	117.831	143.154	141.173	140.24	116.837	143.55	146.73	144.468	124.558	145.221	144.365	154.895	117.818	156.322	143.036	145.693	150.683	148.534	144.312	135.902	113.612	141.063	153.704	149.701	117.08	142.143	143.222	140.947	118.253	144.693	136.469	149.243	120.224	153.617	140.228
AluY	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluYa1	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluYa4	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluYa5	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluYa8	149.99	113.213	150.336	141.909	148.348	118.183	143.519	139.2	147.22	115.256	138.195	145.119	144.833	113.677	147.291	140.974	148.123	116.553	141.331	139.28	138.465	115.156	141.804	144.915	142.663	123.015	143.413	142.568	152.955	116.148	154.365	141.13	143.842	148.809	146.675	142.39	134.009	112.111	139.228	151.827	147.832	115.435	140.35	141.283	139.238	116.625	142.839	134.767	147.362	118.648	151.78	138.391
AluYb10	156.676	118.437	157.004	148.485	154.97	123.932	150.011	145.597	153.851	120.772	144.67	151.749	151.388	118.658	154.142	147.367	154.549	121.059	147.905	146.037	144.569	120.516	147.921	151.386	149.179	128.34	149.936	149.068	159.785	121.809	161.069	147.805	150.249	155.515	153.097	149.102	140.489	117.478	145.715	158.452	154.508	121.086	146.783	147.909	145.651	122.46	149.345	141.014	153.92	124.344	158.354	144.885
AluYb11	157.624	119.266	157.95	149.416	155.886	124.697	150.951	146.524	154.826	121.495	145.594	152.705	152.298	119.402	155.111	148.26	155.445	121.888	148.889	146.973	145.49	121.357	148.868	152.311	150.114	129.135	150.892	149.987	160.768	122.549	162.019	148.745	151.11	156.491	154.022	150.03	141.407	118.298	146.635	159.403	155.47	121.834	147.747	148.83	146.578	123.366	150.283	141.912	154.856	125.15	159.341	145.829
AluYb3a1	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluYb3a2	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluYb8	157.624	119.266	157.95	149.416	155.886	124.697	150.951	146.524	154.826	121.495	145.594	152.705	152.298	119.402	155.111	148.26	155.445	121.888	148.889	146.973	145.49	121.357	148.868	152.311	150.114	129.135	150.892	149.987	160.768	122.549	162.019	148.745	151.11	156.491	154.022	150.03	141.407	118.298	146.635	159.403	155.47	121.834	147.747	148.83	146.578	123.366	150.283	141.912	154.856	125.15	159.341	145.829
AluYb8a1	155.729	117.594	156.052	147.551	154.039	123.186	149.09	144.671	152.87	120.027	143.749	150.787	150.473	117.946	153.157	146.473	153.642	120.32	146.932	145.08	143.67	119.676	146.988	150.47	148.246	127.554	148.98	148.14	158.811	121.036	160.124	146.844	149.37	154.534	152.175	148.169	139.572	116.666	144.778	157.513	153.554	120.307	145.836	146.999	144.691	121.532	148.41	140.093	152.979	123.53	157.362	143.937
AluYb9	157.624	119.266	157.95	149.416	155.886	124.697	150.951	146.524	154.826	121.495	145.594	152.705	152.298	119.402	155.111	148.26	155.445	121.888	148.889	146.973	145.49	121.357	148.868	152.311	150.114	129.135	150.892	149.987	160.768	122.549	162.019	148.745	151.11	156.491	154.022	150.03	141.407	118.298	146.635	159.403	155.47	121.834	147.747	148.83	146.578	123.366	150.283	141.912	154.856	125.15	159.341	145.829
AluYbc3a	151.897	114.724	152.234	143.817	150.228	119.904	145.389	140.98	149.049	116.859	139.976	147.004	146.771	115.125	149.215	142.834	149.995	117.831	143.154	141.173	140.24	116.837	143.55	146.73	144.468	124.558	145.221	144.365	154.895	117.818	156.322	143.036	145.693	150.683	148.534	144.312	135.902	113.612	141.063	153.704	149.701	117.08	142.143	143.222	140.947	118.253	144.693	136.469	149.243	120.224	153.617	140.228
AluYc1	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluYc2	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluYc5	140.135	105.045	139.759	131.773	138.449	109.811	133.485	129.54	136.936	107.514	127.96	134.989	135.504	106.621	137.205	130.987	138.156	108.828	131.279	129.248	128.611	107.508	132.213	134.986	132.623	114.714	133.396	132.392	142.293	108.323	143.826	130.963	134.178	138.503	137.18	132.618	124.463	105.198	129.261	141.551	137.586	106.962	130.508	131.285	129.917	108.906	132.782	125.069	137.701	110.67	141.471	128.642
AluYd2	140.135	105.045	139.759	131.773	138.449	109.811	133.485	129.54	136.936	107.514	127.96	134.989	135.504	106.621	137.205	130.987	138.156	108.828	131.279	129.248	128.611	107.508	132.213	134.986	132.623	114.714	133.396	132.392	142.293	108.323	143.826	130.963	134.178	138.503	137.18	132.618	124.463	105.198	129.261	141.551	137.586	106.962	130.508	131.285	129.917	108.906	132.782	125.069	137.701	110.67	141.471	128.642
AluYd3	140.135	105.045	139.759	131.773	138.449	109.811	133.485	129.54	136.936	107.514	127.96	134.989	135.504	106.621	137.205	130.987	138.156	108.828	131.279	129.248	128.611	107.508	132.213	134.986	132.623	114.714	133.396	132.392	142.293	108.323	143.826	130.963	134.178	138.503	137.18	132.618	124.463	105.198	129.261	141.551	137.586	106.962	130.508	131.285	129.917	108.906	132.782	125.069	137.701	110.67	141.471	128.642
AluYd3a1	141.041	105.795	140.735	132.69	139.316	110.54	134.365	130.427	137.906	108.124	128.911	135.891	136.328	107.354	138.078	131.868	139.036	109.547	132.138	130.157	129.499	108.161	133.052	135.886	133.509	115.39	134.281	133.328	143.253	109.125	144.802	131.872	135.06	139.455	137.924	133.551	125.338	105.781	130.163	142.473	138.484	107.753	131.406	132.171	130.805	109.621	133.693	125.953	138.557	111.408	142.383	129.522
AluYd3a1_gib	141.88	106.55	141.707	133.594	140.182	111.252	135.248	131.289	138.869	108.72	129.866	136.806	137.174	108.044	138.998	132.731	139.926	110.263	133.046	131.051	130.396	108.782	133.888	136.786	134.437	116.021	135.171	134.27	144.205	109.878	145.78	132.766	135.918	140.406	138.653	134.474	126.185	106.367	131.072	143.413	139.407	108.494	132.308	133.043	131.656	110.225	134.616	126.786	139.389	112.079	143.294	130.411
AluYd8	140.135	105.045	139.759	131.773	138.449	109.811	133.485	129.54	136.936	107.514	127.96	134.989	135.504	106.621	137.205	130.987	138.156	108.828	131.279	129.248	128.611	107.508	132.213	134.986	132.623	114.714	133.396	132.392	142.293	108.323	143.826	130.963	134.178	138.503	137.18	132.618	124.463	105.198	129.261	141.551	137.586	106.962	130.508	131.285	129.917	108.906	132.782	125.069	137.701	110.67	141.471	128.642
AluYe2	149.019	112.414	149.363	140.963	147.405	117.328	142.544	138.344	146.292	114.499	137.275	144.188	143.918	112.973	146.36	140.037	147.169	115.93	140.419	138.36	137.582	114.336	140.867	143.999	141.746	122.232	142.515	141.642	151.977	115.359	153.389	140.196	142.898	147.879	145.784	141.463	133.14	111.456	138.367	150.887	146.925	114.613	139.48	140.313	138.402	115.844	141.916	133.908	146.417	117.918	150.824	137.47
AluYe5	149.99	113.213	150.336	141.909	148.348	118.183	143.519	139.2	147.22	115.256	138.195	145.119	144.833	113.677	147.291	140.974	148.123	116.553	141.331	139.28	138.465	115.156	141.804	144.915	142.663	123.015	143.413	142.568	152.955	116.148	154.365	141.13	143.842	148.809	146.675	142.39	134.009	112.111	139.228	151.827	147.832	115.435	140.35	141.283	139.238	116.625	142.839	134.767	147.362	118.648	151.78	138.391
AluYf1	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluYf2	152.858	115.386	153.164	144.761	151.179	120.77	146.319	141.895	149.979	117.657	140.893	147.938	147.704	115.847	150.192	143.747	150.92	118.44	144.091	142.136	141.098	117.564	144.372	147.648	145.384	125.314	146.135	145.29	155.867	118.621	157.284	144.003	146.64	151.633	149.476	145.293	136.835	114.39	141.986	154.652	150.666	117.894	143.076	144.187	141.85	119.009	145.629	137.341	150.166	121.053	154.506	141.146
AluYf5	149.99	113.213	150.336	141.909	148.348	118.183	143.519	139.2	147.22	115.256	138.195	145.119	144.833	113.677	147.291	140.974	148.123	116.553	141.331	139.28	138.465	115.156	141.804	144.915	142.663	123.015	143.413	142.568	152.955	116.148	154.365	141.13	143.842	148.809	146.675	142.39	134.009	112.111	139.228	151.827	147.832	115.435	140.35	141.283	139.238	116.625	142.839	134.767	147.362	118.648	151.78	138.391
AluYg6	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluYh9	150.946	113.996	151.296	142.865	149.287	119.043	144.467	140.079	148.137	116.051	139.089	146.061	145.8	114.389	148.245	141.909	149.062	117.186	142.234	140.22	139.355	116.013	142.7	145.821	143.569	123.788	144.315	143.47	153.929	116.98	155.345	142.075	144.765	149.742	147.59	143.342	134.948	112.833	140.132	152.766	148.754	116.263	141.231	142.25	140.074	117.447	143.764	135.614	148.306	119.421	152.715	139.309
AluYi6	151.897	114.724	152.234	143.817	150.228	119.904	145.389	140.98	149.049	116.859	139.976	147.004	146.771	115.125	149.215	142.834	149.995	117.831	143.154	141.173	140.24	116.837	143.55	146.73	144.468	124.558	145.221	144.365	154.895	117.818	156.322	143.036	145.693	150.683	148.534	144.312	135.902	113.612	141.063	153.704	149.701	117.08	142.143	143.222	140.947	118.253	144.693	136.469	149.243	120.224	153.617	140.228
