TE	39673_ACC	39673_DLPFC	39673_HC	39673_V1	39813_ACC	39813_DLPFC	39813_HC	39813_V1	39827_ACC	39827_DLPFC	39827_HC	39827_V1	39988_ACC	39988_DLPFC	39988_HC	39988_V1	40212_ACC	40212_DLPFC	40212_HC	40212_V1	40295_ACC	40295_DLPFC	40295_HC	40295_V1	40302_ACC	40302_DLPFC	40302_HC	40302_V1	40318_ACC	40318_DLPFC	40318_HC	40318_V1	40335_ACC	40335_DLPFC	40335_HC	40335_V1	40360_ACC	40360_DLPFC	40360_HC	40360_V1	40390_ACC	40390_DLPFC	40390_HC	40390_V1	40478_ACC	40478_DLPFC	40478_HC	40478_V1	40482_ACC	40482_DLPFC	40482_HC	40482_V1
AluJ_Mim	2041.75	1014.32	1761.53	2704.29	1967.07	976.908	2061.12	2318.09	2073.21	2806.06	1946.74	1950.79	1926.86	680.998	1897.95	2111.41	1861.71	870.254	2515.85	1487.37	1966.61	3257.82	2592.4	2406.52	1919.84	2594.88	2463.69	1969.27	1798.05	904.948	2273.34	2095.63	1727.87	3678.48	2460.98	2536.11	2200.08	868.167	3393.06	2347.37	1762.21	1073.99	2930.72	2208.57	1834.53	872.959	2973.61	2343.73	2301.14	952.814	3537.83	2226.69
AluMacYa3	43267.3	26723.3	35927.3	70527.3	41966.2	28381.2	35750.4	52441.4	45621.4	73985.4	42894.8	45999.7	38307	19810.9	32814.5	50335.3	40677.5	25384.3	39875.9	35292.1	41633.2	73554.2	55314.7	60795.4	40486.4	66713.6	41651	50307	36606.8	29598.4	47576.1	51255.5	41512.6	93002.1	43084.9	59090.1	42756.6	28701.7	53353.6	52687.1	34401.2	30805.2	46757.5	48611.4	42050.1	29699.5	47587.4	61042.9	46441.2	27888.2	39231.9	51157.8
AluMacYb2	5985.13	3874.4	4980.95	7625.48	5572.04	3857.69	4772.02	6168.73	5584.57	8966.58	5443.18	5720.49	5795.36	2876.01	5055.29	5960.91	4971.74	3121.72	4725.91	4536.45	4775.18	8291.05	6284	7250.61	5062.06	7491.58	4982.57	6360.18	4581.45	4209.88	6372.95	6379.72	6138.65	11963.5	5960.04	7140.68	5623.88	3972.43	6825.77	6509.61	4583.11	4512.93	6532.81	5673.73	5203.11	3789.23	6191.88	6842.06	5830.47	3784.45	5357.49	5480.28
AluMacYb4	16633.1	9114.75	13980.5	28864.8	15836.5	8607.07	13996.8	21162.6	17455.9	26605.7	16903.1	18982.5	14239	6338.31	13384.3	21144.5	15330	7567.88	15931.7	13570.4	15898.1	26791.1	21397.7	24669.9	15842.6	25626.7	16459.9	20371.5	14366.2	8882.15	19072.3	20398.5	15307.6	35036.8	16378.6	24008.2	16711.1	9580.73	20873.3	21116.3	13277.9	9758.78	18131.6	20202.8	16732.7	9716.71	19148.2	24370.4	17770.7	9252.79	15654.8	19988.2
AluSc	7846.21	3847.43	6849.67	13413.9	7902.86	4036.73	6833.77	9949.95	8957.78	11996.6	7394.04	8503.48	6725.33	2556.41	5885.07	9711.8	7503.06	3258.09	7489.45	6070.36	7551.91	12041.9	10032.7	11239.2	7993.5	11402.6	7712.71	9295.96	7011.21	3838.14	8955.19	9364.61	7623.43	16730.6	7692.13	11512.1	8351.15	3929.93	9940.94	9567.8	6844.86	4161.36	8784.82	9184.65	7767.06	3934.67	9437.87	10767.8	8626.38	3928.22	7771.1	9829.79
AluSc5	9577.33	5420.06	8003.02	17715.5	8914.21	5051.03	7407.16	12702.1	9931.58	16086.6	9924.86	11104.4	8488.48	3671.87	8189.14	13284.2	9034.68	4439.83	8914.93	8065.3	9062.72	15895	12661.2	14254.4	9225.95	15644.1	9479.38	12271	7887.97	5198.55	10692	11717.8	8710.61	21584.6	9771.31	14411.1	9528.03	5904.38	11844.7	12342.8	7875.71	5596.51	9918.49	12066.7	10061.3	5668.46	10592.2	14065.6	10074.8	5310.47	8632.59	11221.7
AluSc8	1129.14	635.842	887.256	1589.33	1164.76	651.533	860.438	1288.86	1297.23	1600.88	864.977	956.792	1171.07	444.89	813.256	1232.4	947.338	615.919	843.247	786.252	1163.67	1812.62	1373.67	1466.28	1293.32	1918.89	1047.87	1311.54	1127.72	653.225	1309.63	1400.76	1244.8	2499.85	1075.83	1443.78	1266.4	812.448	1346.01	1438.05	949.95	716.961	1149.64	1289.63	1232.39	633.306	1082.07	1255.35	1169.61	609.97	1027.35	1079.99
AluSg	86.7963	0	29.7067	73.9576	39.4695	14.1223	0	83.7605	27.8876	65.4432	30.5013	31.7817	0	0	23.2443	39.7161	38.4015	0	12.0843	0	48.22	39.3916	37.1935	72.6117	19.9875	23.5154	32.9731	39.5163	35.5648	6.93311	65.7938	39.851	22.6262	63.4633	49.6543	27.6848	47.0965	0	20.9342	44.4833	9.41611	0	9.25172	16.6464	10.7249	15.677	55.1215	66.2044	43.2242	0	0	49.9178
AluSg1	548.838	452.393	433.919	858.92	460.091	346.876	343.205	662.157	609.313	1172.32	498.566	648.944	498.31	281.486	374.653	680.194	471.071	458.437	491.643	379.695	480.674	930.017	585.282	879.071	506.395	1012.33	487.752	686.414	400.328	606.436	522.169	517.687	552.115	1240.94	475.124	735.938	497.424	574.831	693.226	578.152	436.469	604.418	514.881	610.365	511.252	476.352	609.561	745.299	654.679	546.5	562.333	668.022
AluSg4	1179.41	460.366	1005.19	1989.96	979.436	499.057	1131.82	1652.97	1240.93	1718.98	2028.09	1334.23	962.717	326.339	1030.85	1645.85	933.42	348.943	1365.65	1080.04	1052.01	1451.77	1586.27	1678.52	936.429	1453.14	1254.67	1445.57	1046.55	427.187	1740.96	1533	870.264	2182.16	1094.71	1743.74	1036.27	401.301	1463.88	1480.69	963.269	382.182	1423.8	1587.21	1001.12	599.858	1246.06	1638.8	1193.47	429.954	970.745	1456.84
AluSg7	10070.7	6884.55	8476.65	18146.4	10057.8	6379.13	8432.38	13580.2	11210.2	17877.8	9759.01	11441.8	9296.84	4372.23	8017.27	12998.5	9502.7	5367.28	9167.63	8533.12	10125.2	17243.7	13086.5	14686.8	9867.09	16574.7	9875.75	12387.6	9480.49	6006.56	11482.6	12122.2	9620.04	23127.8	10054.2	14867	10534.3	7234.65	12369.1	12262.2	9075.19	7576	10966.9	12533.8	10760	6422.48	11690.1	14562.9	10586.5	6249.71	9460.27	12176.1
AluSp	14287.7	8153.88	11874.9	23071.4	13410.4	7996.62	11771.2	17393.4	14881.3	22989.8	13490.3	15718.2	12435.9	6112.33	10979.4	17280.7	12879.2	7622.52	12632.9	11447	13053.8	22855.7	17426.9	19933.1	13648.6	21329.6	13404.7	16618.9	11991.7	8725.23	15463	16605.1	13107.5	29070.2	13667.8	19704.8	13419.3	9245.43	17283.2	16940.4	11368.4	9639.45	14776.3	16186.2	13357.8	8344.83	15798.5	18348.5	15281.8	8765.18	12923.9	17000.2
AluSq	17784.4	8814.47	15455.8	31290.5	17942.4	8893.58	14089.3	22483.9	19217.5	28041.3	16832.9	19195.6	16282.2	6232.31	14839	22920.4	17179.3	7707.17	15842.2	14726.5	17008.6	27576.7	22571.6	26296.2	17136	26980	16813.4	21716.2	15479.5	8881.54	19733.1	20957.6	16675.7	39145.3	16744	26018.6	17938.2	9240.17	21412.4	21652.8	14922.3	9717.03	18850.1	22105.7	18197.2	9672.72	19412.4	24958.6	19523.3	9313.76	16196.8	21533.1
AluSq10	2132.96	1369.94	1786.81	3511.69	2282.72	1409.71	1832.01	2753.52	2270.12	3527.71	2092.77	2201.74	1946.5	930.217	1800.14	2778.25	1955.24	1015.1	1880.55	1817.8	2043.66	3803.01	2685.8	3081.78	2000.02	3158.05	1928.74	2392.47	1795.17	1255.06	2342.02	2512.57	1936.92	4277.14	1978.99	3004.76	2201.11	1428.03	2473.16	2592.72	1827.82	1447.02	2162.66	2652.19	2001.3	1316.82	2279.99	2775.6	2389.74	1208.33	2029.91	2632.42
AluSq2	7535.77	4009.82	6402.81	12855.3	7347.15	4062.64	6548.66	9895.05	7923.88	11458	7527.9	8730.14	6857.91	2823.67	5577.23	9525.8	6987.62	3125.7	6830.26	6347.97	7329.51	12174.6	9522.77	11049	7884.57	11895.2	7350.66	8778.33	6629.98	4040.38	8622.76	9260	6943.47	16156.4	7312.57	11310.1	7179.88	3921.53	8787.13	9216.18	6257.48	4125.64	7933.95	9204.32	7394.8	4275.63	8441.75	9739.08	8383.07	4052.49	6977.27	9444.15
AluSq4	841.746	418.979	667.697	1487.52	678.44	416.428	663.804	1060.28	803.016	1237.16	818.567	902.013	730.9	285.849	609.046	1045.12	624.954	299.11	738.972	600.648	792.272	1353.72	1064.34	1091.12	734.745	1247.41	779.401	945.536	674.799	378.588	696.566	870.085	719.921	1684.75	876.898	1216.32	773.898	447.319	985.05	1046.59	594.855	464.369	833.061	938.15	639.218	441.186	868.386	1206.88	798.722	388.174	631.6	955.445
AluSx	0.00981352	0.00969038	16.797	106.976	141.124	107.759	202.929	40.8739	109.793	39.8825	61.9449	7.83569	193.198	83.8049	0	176.58	45.9787	60.4632	85.4224	42.2235	77.9413	152.403	89.7555	43.5768	60.7766	12.3197	18.2378	8.68477	31.4233	170.591	51.5148	0.00749839	28.0142	28.2126	33.8504	53.1466	102.601	101.85	70.5243	9.90695	87.4862	47.9893	27.0273	151.337	67.0479	143.293	224.034	38.2822	174.181	48.5442	117.413	38.4935
AluSx1	0.00521082	5.84171e-05	17.7305	0.00988462	0.00981926	0.00973316	8.58712e-06	0.00996553	0.00981282	17.1145	57.9108	19.1989	0.00994137	2.54205e-06	0	0.00998444	6.22752	0.00988371	3.44301e-08	0.00967005	0.00988208	0.00996969	0.00979573	1.46688e-07	13.4239	9.68842	26.1669	15.4289	7.39584	0.00981497	0.00997611	0.00979749	0.815395	19.6733	29.3832	4.43648e-05	36.8841	0.00993863	41.0679	35.7127	0.00988353	0.00970203	19.7524	0.00990592	0.00981643	0.00977734	0.00983682	0.0099589	0.00975034	0.833716	0.00977785	0.0098027
AluSx3	4244.74	2602	3588	6836.63	4351.97	2809.56	3717.62	5130.72	4790.65	6960.32	3975.34	4412.47	4050.18	1833.32	3394.51	4964.37	4302.34	2348.57	3893.24	3364.58	4130.14	7122.15	5511.99	5712.14	4541.08	6555.47	4112.77	4640.72	3744.97	2525.2	4747.81	4873.48	4260.61	9513.27	4534.23	5902.49	4617	2836.37	5592.73	4603.51	3884.5	3051.7	4660.89	4976.4	4339.77	2617.09	4657.76	5076.52	4885.59	2287.87	4409.49	4746.15
AluSx4	3267.51	1818.3	2729.06	5670.1	3034.89	1971.69	2538.14	4263.63	3420.61	5238.94	3267.34	3619.6	3072.82	1360.95	2576.07	4165.57	3095.38	1757.63	2973.8	2721	3056.61	5302.35	3894.25	4632.69	3122.26	5106.12	3017.55	3991.36	2900.35	1917.98	3792.3	3858.01	3012.86	6915.82	3008.52	4762.93	3275.01	1969.57	3764.87	4006.61	2864.52	2194.88	3582.53	4113.18	3229.42	2064.95	3594.57	4434.46	3558.39	1989.99	2813.43	3709.41
AluSz	8554.77	5185.72	7100.59	16768.3	8431.61	4912.28	6995.93	12253.4	9318.76	14347.3	8718.93	10548.2	7298.65	3685.3	7166.32	11651.2	8178.44	3932.86	8016.04	7884.79	8586.19	14676.2	11000.7	13483.3	8008.82	13828.3	8477.77	11195.8	7298.9	4447.17	9762.96	11253.4	7729.28	19256.6	8596.79	13084.3	9255.68	5332.45	11510.1	11720.9	7699.35	5788.65	9435.56	11074.2	8919.82	5023.04	10118.7	12963.2	8961.08	5153.82	8242.76	11042.4
AluSz6	4573.37	2773.5	3730.14	8725.7	4508.27	2732.46	3700.16	6301.72	4865.56	7888.67	4617.07	5431.26	3922.57	2262.44	3886.43	6306.9	4223.99	2701.38	4231.16	3898.71	4412.58	7619.81	5842.13	6915.12	4332.22	7672.12	4292.69	5856	3905.19	2786.76	4981.08	5871.69	4066.82	9958.58	4420.23	7024.72	4519.23	3281.75	5591.95	5973.54	3922.05	3539.18	4698.29	5673.94	4606.77	3008	5071.94	6771.24	4967.53	3025.66	4091.87	5955.44
AluY	181.433	34.4391	97.1369	233.611	133.608	32.24	87.0435	146.866	77.2241	229.998	127.255	111.466	99.3035	11.0383	127.139	185.863	179.518	84.5178	127.768	134.896	153.758	160.805	192.474	206.24	159.34	167.502	109.237	128.598	76.7144	36.2178	153.674	182.754	148.471	276.532	148.738	211.007	151.656	42.0719	132.649	195.44	92.0591	21.4948	175.938	158.599	143.143	40.0316	153.708	234.811	114.483	19.4148	116.022	98.3829
AluYa1	296.017	18.5326	183.08	347.77	177.311	84.2942	199.909	190.302	265.178	358.107	215.742	238.133	223.208	72.0194	223.093	278.367	172.115	82.6304	224.407	171.227	263.855	259.227	260.839	364.986	136.79	293.019	190.283	280.11	231.34	80.9339	292.027	283.598	294.653	441.353	321.907	233.459	262.119	71.37	170.148	193.753	147.762	105.938	338.285	329.886	138.169	34.9184	243.958	265.773	229.365	72.8755	253.455	279.844
AluYa4	11058.7	6552.9	9637.03	16303.8	10109.2	6151.92	9705.59	13819.3	11837.5	16743.6	11732.3	12249.8	10404.6	4005.07	9600.35	13550.9	10890.5	5270.07	11812.7	8954.2	9382.19	17317.4	14573.8	14709.4	10393.7	16118.6	11701.3	12969	9722.35	6040.4	12783.4	12335.3	10334.8	20675.5	11992.5	15088.1	10764.9	5664.05	13871.8	13339	8278.59	6497.47	12024.7	13176.1	10325.6	7000.81	12825.2	13789.2	11329.8	5708.86	10567.7	12685.9
AluYa5	5287.63	2949.36	4038.96	8824.87	5050.38	2842.08	3411.17	5992.68	5360.47	8664.78	5018.96	4825.46	4517.54	2550.77	3769.21	6502.59	4552.55	2340.11	3838.21	3679.02	5726.22	7784.85	6013.91	7277.34	4790.13	7272.83	3938.08	5899.69	4540.69	2879.15	5716.03	6699.79	4281.44	11232.8	3975.68	6766.5	4661.2	3728.82	5333.26	5542.4	4503.84	2980.29	4799.35	5407.17	5428.96	2239.1	4872.49	6945.68	6157.17	3250.04	4310.61	5511.45
AluYa8	883.358	448.831	748.766	1811.32	878.633	499.349	751.543	1324.38	931.167	1496.12	872.406	1076.99	778.3	378.079	804.029	1273.55	856.461	434.502	912.27	827.978	965.518	1603.79	1191.96	1459	877.055	1489.94	895.453	1260.39	758.663	463.396	1055.18	1095.03	904.286	2141.66	986.141	1464.37	904.408	469.64	1195.08	1349.05	743.741	517.723	1040.05	1176.9	954.445	511.633	1120.65	1447.43	961.935	492.169	832.232	1305.68
AluYb10	1687.16	829.024	1477.6	3069.83	1812.27	735.38	1659.26	2477.31	1995.65	3000.52	1855.75	2011.67	1496.2	729.433	1542.7	2463.24	1971.21	893.222	1681.84	1380.46	1823.63	3017.88	2486.94	2684.15	1663.84	2533.43	1888.93	2052.04	1440.34	764.898	2336.31	2346.43	1603.23	3845.15	1872.93	2636.54	1801.37	1070.2	2346.76	2305.73	1550.14	1042.53	1969.19	2239.57	1878.85	974.077	2309.52	2507.45	1985.37	852.764	1611.12	2664.97
AluYb11	428.261	177.212	289.305	371.091	326.341	176.906	269.932	288.327	318.374	412.601	161.17	373.226	320.101	89.9182	171.992	351.307	195.435	42.4938	366.642	205.881	270.731	376.111	277.826	527.242	275.122	413.016	236.363	415.909	236.381	133.066	227.694	225.82	203.906	583.143	197.7	538.053	444.394	46.0299	368.461	421.476	214.276	115.457	324.646	258.83	161.623	158.632	249.456	368.155	306.444	153.675	315.129	302.819
AluYb3a1	5487.41	3873.14	4557.24	9077.23	5341.3	3898.56	4613.52	7181.35	5877.87	9832.5	5618.59	5999.46	5241.78	2817.42	4651.6	6919.98	5426.35	3408.03	5260.81	4862.66	5574.97	9853.76	7743.17	7614.79	5600.22	8961.64	5683.72	6710.39	4827.01	4147.46	6208.37	7102.14	5296.65	12285.3	5635.77	8243.01	5905.08	4078.91	7154.36	6694.58	4677.35	4569.64	6125.57	6769.75	5706.27	3893.04	5957.35	8111.64	5929.47	3675.78	5061.64	6199.45
AluYb3a2	309.116	115.349	191.957	490.217	215.338	75.9208	163.265	257.67	260.035	342.4	237.609	265.263	219.911	69.7471	210.076	333.245	270.75	122.675	209.155	222.981	257.697	451.288	354.03	310.646	252.388	388.026	213.829	309.641	219.296	102.928	288.698	283.377	266.607	628.111	220.032	375.203	257.817	117.397	330.889	263.684	189.124	127.401	303.676	269.647	225.67	135.992	239.25	344.611	272.366	96.3695	240.274	344.624
AluYb8	26.6464	37.6976	48.0529	137.962	43.1049	40.2238	24.0457	82.0779	29.4894	106.631	70.942	82.8273	47.6711	22.8266	63.3082	119.947	52.3159	62.0305	59.1244	59.7211	50.3544	117.307	69.0083	104.406	57.1899	132.107	73.3214	92.1685	57.6947	42.7726	40.7025	60.3761	44.8739	156.109	68.6894	108.853	77.3502	42.1965	79.7185	125.479	59.0539	55.5269	69.4343	107.889	73.2899	67.0087	76.2794	133.442	58.647	31.9029	59.2068	83.1625
AluYb8a1	604.717	411.609	560.42	1320.72	628.546	330.77	562.839	900.031	710.407	1209.71	737.168	822.644	599.386	232.387	584.309	902.369	631.799	389.944	641.753	661.754	620.223	1095.98	844.629	1215.11	665.753	1050.55	651.284	883.971	525.209	364.028	820.054	867.489	658.289	1620.49	662.096	1043.75	663.535	351.343	954.473	957.46	485.51	363.837	807.247	825.249	624.424	445.736	802.176	1221.41	649.921	365.359	640.202	1030.66
AluYb9	509.468	188.238	330.834	907.198	321.204	190.87	346.406	508.71	401.996	624.562	447.691	548.723	322.375	146.724	277.912	557.93	357.433	112.115	390.333	449.29	432.883	671.401	631.685	664.754	440.162	701.233	434.425	631.318	416.991	194.419	463.865	540.566	451.521	756.74	453.852	551.315	472.976	101.416	558.645	658.166	312.738	171.431	500.034	532.07	435.39	164.978	456.084	845.318	451.457	240.975	340.425	531.225
AluYbc3a	1461.99	1070.05	1313.34	2835.18	1507.9	942.863	1185.97	2108.34	1721.72	2929.07	1533.99	1830	1443.54	745.727	1318.26	1892.47	1279.59	959.804	1274.24	1316.67	1593.97	2917.78	2000.43	2272.3	1531.58	2807.77	1708.05	1955.65	1262.96	1141.08	1695.73	1987.85	1433.43	3493.82	1500.59	2012.25	1655.47	1014.78	1885.16	1984.52	1213.89	1089.63	1496.58	1759.69	1404.17	978.533	1783.96	2380.14	1700.71	1230.29	1522.79	2009.88
AluYc1	32.2508	5.83049	5.92101e-05	8.12807	25.6223	0	6.65429	5.96958	7.06486	6.11695	19.6331	16.0628	0	0	0	15.8025	3.4546e-08	0	54.9552	0	12.1364	10.5539	11.3487	35.9833	6.26646	26.1664	12.8567	6.62247	17.3536	0	9.12789	25.4959	11.1129	13.0359	4.26695e-06	0	6.04433	0	6.73622	5.82807	6.50026	0	11.0239	7.50796	0	4.89645	14.7407	18.7399	0	0	0	21.6085
AluYc2	172.893	81.3285	151.569	345.118	160.827	125.922	163.975	254.707	216.019	359.55	182.718	211.219	158.502	98.4262	126.48	275.725	141.343	50.1198	149.378	158.228	144.806	333.323	225.016	217.381	123.374	245.058	116.015	266.348	102.979	98.7063	149.365	182.737	168.624	493.543	209.967	260.314	121.995	119.82	194.667	197.924	150.022	133.19	190.603	261.23	155.098	88.7307	233.67	308.325	188.742	92.9029	134.796	233.231
AluYc5	68.9974	196.349	226.908	568.678	330.122	197.576	310.167	457.695	355.334	556.835	223.972	266.424	312.188	53.0649	276.219	362.431	341.818	89.3174	313.156	237.037	356.927	444.332	295.488	462.723	376.871	569.599	156.726	413.389	267.076	14.1993	412.537	348.013	338.356	498.14	225.15	481.452	343.042	134.863	357.432	366.568	256.375	163.703	245.918	272.066	415.677	98.9485	331.847	566.085	330.51	216.23	262.486	468.823
AluYd2	14.625	7.69078e-06	18.4075	84.1482	10.5256	36.4265	39.245	30.0979	42.9333	35.9148	46.9924	16.6433	5.64245	0.0099281	26.3639	5.8124	41.6879	7.67444e-06	0	17.0956	11.0165	11.1495	40.9694	18.7983	14.4906	14.3621	28.7332	6.06794e-05	8.77941	5.77668	51.9913	0	19.684	40.1543	10.2689	0	9.84985e-05	18.4773	11.0827	0.000231283	8.56343	19.725	2.48991e-05	14.5643	18.6871	17.5549	7.64483	11.8468	39.8111	5.5333	21.899	25.1349
AluYd3	72.1772	68.3687	40.7055	66.0497	107.449	9.04551	13.1368	74.8432	14.7178	99.0136	25.2143	72.9779	80.8429	25.8547	56.3682	84.4389	38.9079	38.5619	91.1632	45.6152	83.7779	98.5763	60.4829	102.49	38.2593	154.843	92.2893	47.044	50.0125	20.1947	61.3542	123.591	77.5592	122.881	69.0996	105.274	88.6385	14.986	121.754	90.0136	43.753	3.03481	87.4997	45.6103	52.1528	0.450278	70.0637	165.826	110.619	8.64822	51.8724	71.0217
AluYd3a1	2.87575	3.93442	13.6504	45.5064	9.36901	6.50919	14.0258	21.925	22.5943	37.0014	33.1483	48.1872	13.2707	10.6059	11.7148	18.4243	21.9739	7.30841	9.95857	14	10.8338	24.3335	7.37968	30.9308	21.0922	33.8341	6.94754	45.5283	0	0	29.0542	17.4594	17.8535	36.6882	11.1858	14.8555	35.4983	3.43812	15.88	14.8711	20.7108	17.5563	31.2799	43.1447	17.0977	15.3757	13.0038	37.8505	7.47988	13.2675	22.7523	24.0899
AluYd3a1_gib	3668.04	1707.33	3205.75	6721.32	3425.04	1587.48	2928.66	5169.11	3860.53	5739.01	3723.55	4334.25	3202.84	1208.11	2894.7	4865.49	3389.54	1304.52	3341.47	3130.69	3602.68	5706.93	4868.77	5550.08	3343.11	5507.68	3440.51	4714.82	3165.19	1695.33	4131.1	4691.3	3328.11	7937.4	3631	5482.62	3656.77	1723.45	4346.57	4693.45	3030.21	1775.61	3817.31	4598.46	3661.28	1762.89	4404.12	5717.48	3910.49	1854.77	3366.76	5096.39
AluYd8	301.858	22.6523	108.036	10.1149	48.9151	7.38397	0.00999036	13.469	74.0105	104.541	128.244	138.404	35.1714	53.0649	0.00986576	37.613	29.2419	89.3174	0.00994017	63.7138	16.5235	114.331	112.545	0.00993785	40.6896	21.4766	156.726	50.1273	42.8431	192.866	1.54349	26.6463	0.00985096	251.097	55.1265	0.00998842	127.605	134.863	174.754	136.131	8.34736	35.4218	83.9452	63.2681	21.1606	98.9485	36.0825	4.87203	35.594	0.00991266	31.1613	6.62728
